train_id,train_number,train_name,train_type
1825,16527,"YPR CAN EXP",EXP
1826,16528,"CAN-YPR EXP",EXP
1827,16531,"GARIB NAWAJ",GBR
1828,16533,"JU-YPR",SF
1829,16534,"SBC BGKT EXP",EXP
1830,16535,"MYS-SUR GOLG",SF
1831,16536,"SUR-MYS GOLG",SF
1832,16557,"MYS-SBC RAJY",SF
1833,16558,"SBC-MYS RAJY",SF
1834,16566,"MAQ-YPR EXPR",EXP
1835,16569,"YPR-KCG TRI",SF
1836,16570,"KCG-YPR TRI",SF
1837,16571,"YPR-BIDR EXP",EXP
1838,16572,"BIDR-YPR EXP",EXP
1839,16573,"YPR-PDY WEEK",SF
1840,16574,"PDY-YPR WEEK",SF
1841,16575,"YPR-MAJN TRI",SF
1842,16576,"MAJN-YPR TRI",SF
1843,16577,"YPR-HRR TRI-",SF
1844,16578,"HRR-YPR TRI-",SF
1845,16579,"YPR-SMET BI-",SF
1846,16580,"SMET-YPR BI-",SF
1847,16581,"YPR-SMET TRI",SF
1848,16582,"SMET-YPR TRI",SF
1849,16587,"YPR-BKN BI W",SF
1850,16588,"BKN-YPR BI-W",SF
1851,16589,"RANI CHENAMM",SF
1852,16591,"UBL-MYS HAMP",SF
1853,16592,"MYS-UBL HAMP",SF
1854,16593,"NED-SBC-EXP",EXP
1855,16594,"SBC-NED-EXP",EXP
1856,16603,"MAVELI EXPRE",EXP
1857,16604,"TVC-MAQ MAVE",SF
1858,16605,"ERNAD EXPRES",EXP
1859,16606,"NCJ- MAQ EXP",EXP
1860,16613,"RJT CBE WKLY",SF
1861,16614,"RAJKOT EXPRE",EXP
1862,16615,"CHJEMMOZHI D",SF
1863,16616,"CHEMMOZHI EX",SF
1864,16617,"RMM-CBE WKLY",SF
1865,16618,"CBE-RMM WKLY",SF
1866,16629,"MALABAR EXP",EXP
1867,16630,"MALABAR EXPR",EXP
1868,16649,"MAQ-NCJ PARA",SF
1869,16650,"NCJ-MAQ PARA",SF
1870,16687,"MAQ-SVDK NAV",SF
1871,16688,"SVDK-MAQ NAV",SF
1872,16723,"MS-QLN ANANT",SF
1873,16724,"QLN-MS ANANT",SF
1874,16733,"RMM-OKHA EXP",EXP
1875,16734,"OKHA-RMM EXP",EXP
1876,16779,"TPTY-RMM TRI",SF
1877,16780,"RMM-TPTY TRI",SF
1878,16787,"TEN   ED",SF
1879,16788,"SVDK-TEN HIM",SF
1880,16791,"PUU-PGT PALA",SF
1881,16792,"PGT-PUU PALA",SF
1882,16793,"SHRADDHA SET",SF
1883,16853,"CHOLAN EXP",EXP
1884,16855,"PDY MAQ WEEK",SF
1885,16856,"MAQ PDY  EXP",EXP
1886,16857,"PDY-MAQ WKLY",SF
1887,16858,"MAQ-PDY WKLY",SF
1888,16859,"MS-MAQ EXPRE",EXP
1889,16860,"MAQ MS EXP",EXP
1890,16861,"PDY-CAPE WKL",SF
1891,16862,"CAPE-PDY WKL",SF
1892,16863,"BGKT-MQ WKLY",SF
1893,16864,"MQ-BGKT",SF
1894,17001,"SNSI-SC EXP",EXP
1895,17002,"SC-SNSI EXP",EXP
1896,17009,"BIDR-HYB-INT",SF
1897,17010,"SC-BIDR-INTE",SF
1898,17011,"HYB-SKZR-INT",SF
1899,17012,"SKZR-SC-INTE",SF
1900,17013,"PUNE-HYB EXP",EXP
1901,17014,"HYB-PUNE EXP",EXP
1902,17015,"BBS-SC VISAK",SF
1903,17016,"SC-BBS VISAK",SF
1904,17017,"RJT-SC RAJKO",SF
1905,17018,"SC-RJT EXP",EXP
1906,17019,"JP-HYB   EXP",EXP
1907,17020,"HYB-JP EXP",EXP
1908,17021,"HYB-GTL-VSG",SF
1909,17022,"VSG-GTL-HYB",SF
1910,17023,"SC-KRNT TUNG",SF
1911,17024,"KRNT-SC TUNG",SF
1912,17025,"MUGR-SC EXPR",EXP
1913,17026,"SC-MUGR EXPR",EXP
1914,17027,"HUNDRY EXPRE",EXP
1915,17031,"MUMBAI CSMT-",SF
1916,17032,"HYB-CSMT MUM",SF
1917,17037,"SC-BKN EXP",EXP
1918,17038,"BKN-SC EXP",EXP
1919,17057,"CSMT-SC DEVA",SF
1920,17058,"SC-CSMT DEVA",SF
1921,17063,"MMR-SC AJANT",JST
1922,17064,"SC-MMR AJANT",JST
1923,17201,"GNT-SC GOLCO",SF
1924,17202,"SC-GNT GOLCO",SF
1925,17203,"BVC-CCT EXP",EXP
1926,17204,"COA-BVC EXP",EXP
1927,17205,"SNSI-CCT EXP",EXP
1928,17206,"COA-SNSI EXP",EXP
1929,17207,"SNSI-BZA EXP",EXP
1930,17208,"BZA-SNSI EXP",EXP
1931,17209,"SBC-CCT SESH",SF
1932,17210,"SHESHADRI EX",SF
1933,17211,"MTM-YPR  KON",SF
1934,17212,"YPR-MTM KOND",SF
1935,17213,"NS-NSL EXP",EXP
1936,17214,"NSL-NS  EXP",EXP
1937,17215,"BZA-DMM TRI-",SF
1938,17216,"DMM-BZA TRI-",SF
1939,17221,"COA-LTT EXP",EXP
1940,17222,"LTT-COA EXP",EXP
1941,17225,"BZA-UBL AMAR",SF
1942,17226,"UBL-BZA AMAR",SF
1943,17229,"KCVL-HYB SAB",SF
1944,17230,"HYB-KCVL SAB",SF
1945,17232,"NSL-NS EXP",EXP
1946,17233,"SC-BPQ BHAGY",SF
1947,17234,"BPQ-SC BHAGY",SF
1948,17235,"SBC-NCJ EXP",EXP
1949,17236,"NCJ-SBC EXP",EXP
1950,17239,"GNT-VSKP SIM",SF
1951,17240,"VSKP-GNT SIM",SF
1952,17241,"VSKP LINK EX",SF
1953,17242,"EXP",EXP
1954,17255,"NS-HYB EXP",EXP
1955,17256,"HYB-NS EXP",EXP
1956,17301,"MYS DHARWAD",SF
1957,17302,"DWR MYSORE E",SF
1958,17305,"UBL-LD-NZM L",SF
1959,17307,"MYS-BGK BASA",SF
1960,17308,"BGK-MYS BASA",SF
1961,17309,"YPR VASCO EX",SF
1962,17311,"CHENNAI- VAS",SF
1963,17312,"VSG- CHENNAI",SF
1964,17315,"VSG-VLNK EXP",EXP
1965,17316,"VLNK-VSG EXP",EXP
1966,17317,"UBL-LT(T) EX",SF
1967,17318,"LT(T)-UBL EX",SF
1968,17319,"UBL-SC EXPRE",EXP
1969,17320,"SC-UBL EXPRE",EXP
1970,17321,"UBL-LTT WEEK",SF
1971,17322,"LTT-UBL WEEK",SF
1972,17323,"UBL-BSB WEEK",SF
1973,17324,"BSB-UBL WEEK",SF
1974,17325,"UBL-MYS DAIL",SF
1975,17326,"MYS-UBL DAIL",SF
1976,17401,"TPTY-MTM NS",SF
1977,17402,"NS MTM-TPTY",SF
1978,17405,"TPTY-ADB KRI",SF
1979,17406,"ADB-TPTY KRI",SF
1980,17407,"TPTY-MQ PAMA",SF
1981,17408,"MQ-TPTY PAMA",SF
1982,17409,"ADB-NED EXP",EXP
1983,17410,"NED-ADB EXP",EXP
1984,17411,"MAHALAXMI EX",SF
1985,17413,"TPTY-PDY  WE",SF
1986,17414,"PDY-TPTY WEE",SF
1987,17415,"TPTY-KOP HAR",SF
1988,17416,"KOP-TPTY HAR",SF
1989,17417,"TPTY-SNSI",SF
1990,17418,"SNSI-TPTY WE",SF
1991,17419,"TPTY-VSG",SF
1992,17420,"VSG-TPTY",SF
1993,17479,"PURI-TPTY  E",SF
1994,17480,"TPTY-PURI EX",SF
1995,17481,"BSP-TPTY  EX",SF
1996,17482,"TPTY-BSP EXP",EXP
1997,17487,"TPTY-VSKP TI",SF
1998,17488,"VSKP-TPTY TI",SF
1999,17603,"KCG-YPR EXP",EXP
2000,17604,"YPR-KCG EXP",EXP
2001,17605,"MAQ-KCG EXP",EXP
2002,17606,"KCG-MAQ EXP",EXP
2003,17609,"PNBE-PAU EXP",EXP
2004,17610,"PAU-PNBE EXP",EXP
2005,17613,"PNVL-NED EXP",EXP
2006,17614,"NED-PNVL EXP",EXP
2007,17615,"KCG-MDU EXP",EXP
2008,17616,"KACHEGUDA EX",SF
2009,17617,"CSMT-NED TAP",SF
2010,17618,"NED-CSMT TAP",SF
2011,17619,"AWB-NED WEEK",SF
2012,17620,"NED-AWB",SF
2013,17621,"AWB-RU EXP",EXP
2014,17622,"RU-AWB EXPRE",EXP
2015,17623,"NED-BKN WEEK",SF
2016,17624,"BKN-NED WEEK",SF
2017,17625,"KCG-RAL PASS",SF
2018,17626,"RAL-SC PASS",SF
2019,17639,"KCG-AK EXP",EXP
2020,17640,"AK-KCG  EXP",EXP
2021,17641,"KCG-NRKR",SF
2022,17642,"NRKR-KCG",SF
2023,17643,"CGL-COA CIRC",SF
2024,17644,"COA-CGL CIRC",SF
2025,17651,"CGL-KCG EXP",EXP
2026,17652,"KCG-CGL  EXP",EXP
2027,17687,"MMR-DAB MARA",SF
2028,17688,"DAB-MMR MARA",SF
2029,18005,"HWH-JDB EXPR",EXP
2030,18006,"JDB-KRPU-HWH",SF
2031,18007,"SHM-BPO SIML",SF
2032,18008,"BPO-SHM SIML",SF
2033,18009,"SRC - AII EX",SF
2034,18010,"AII-SRC EXP",EXP
2035,18029,"LTT-SHM-KURL",SF
2036,18030,"SHM LTT KURL",SF
2037,18047,"HWH-VSGAMARA",SF
2038,18048,"VSG HWH AMAR",SF
2039,18101,"TATA  MURI -",SF
2040,18102,"JAT MURI  TA",SF
2041,18103,"JALLIANWALA",SF
2042,18104,"JALLIANWALAB",SF
2043,18107,"ROU-KORAPUT",SF
2044,18108,"KORAPUT ROU",SF
2045,18111,"TATA - YPR E",SF
2046,18112,"YPR - TATA E",SF
2047,18117,"ROU-GNPR RAJ",SF
2048,18118,"GNPR-ROU RAJ",SF
2049,18181,"TATA-CPR EXP",EXP
2050,18182,"CPR-TATA EXP",EXP
2051,18183,"TATA DANAPUR",SF
2052,18184,"DNR TATA EXP",EXP
2053,18189,"TATA-ROU-ALL",SF
2054,18191,"CHHAPRA-CPA",SF
2055,18192,"CPA-CPR EXP",EXP
2056,18201,"DURG - NTV E",SF
2057,18202,"NTV - DURG E",SF
2058,18203,"DURG - CNB B",SF
2059,18204,"CNB - DURG B",SF
2060,18207,"DURG - AII E",SF
2061,18208,"AII  - DURG",SF
2062,18211,"DURG - JDB E",SF
2063,18212,"JDB - DURG E",SF
2064,18213,"DURG - JP EX",SF
2065,18214,"JP - DURG EX",SF
2066,18215,"DURG - JAT E",SF
2067,18216,"JAT - DURG E",SF
2068,18233,"INDB-BSP NAR",SF
2069,18234,"BSP-INDB NAR",SF
2070,18235,"BPL-BSP EXP",EXP
2071,18236,"BSP-BPL PASS",SF
2072,18237,"BSP-ASR CHHA",SF
2073,18238,"ASR-BSP CHHA",SF
2074,18239,"GAD-NGP SHIV",SF
2075,18240,"NGP-BSP SHIV",SF
2076,18241,"DURG-ABKP EX",SF
2077,18242,"ABKP-DURG PA",SF
2078,18243,"BSP-BGKT EXP",EXP
2079,18244,"BGKT-BSP EXP",EXP
2080,18245,"BSP-BKN EXP",EXP
2081,18246,"BKN-BSP EXP",EXP
2082,18247,"BSP-REWA",SF
2083,18248,"REWA-BSP",SF
2084,18301,"SBP-RGDA EXP",EXP
2085,18302,"RGDA-SBP EXP",EXP
2086,18303,"SBP-PURI INT",SF
2087,18304,"PURI-SBP INT",SF
2088,18309,"SBP -MURI -",SF
2089,18310,"JAT MURI SBP",SF
2090,18311,"SBP-BSB BI-W",SF
2091,18312,"BSB-SBP BI-W",SF
2092,18401,"PURI-OKHA WE",SF
2093,18402,"OKHA-PURI WE",SF
2094,18403,"CKP-BBN EXPR",EXP
2095,18404,"BBN-CKP EXPR",EXP
2096,18405,"PURI-ADI WEE",SF
2097,18406,"ADI-PURI WEE",SF
2098,18407,"PURI-SNSI WE",SF
2099,18408,"SNSI-PURI WE",SF
2100,18409,"SRIJAGANNATH",SF
2101,18413,"PRDP-PURI IN",SF
2102,18414,"PURI-PRDP IN",SF
2103,18415,"BBN-PURI INT",SF
2104,18416,"PURI-BBN INT",SF
2105,18419,"PURI-JYG WEE",SF
2106,18420,"JYG-PURI WEE",SF
2107,18421,"PURI-AII BI-",SF
2108,18422,"AII-PURI BI-",SF
2109,18425,"PURI-DURG EX",SF
2110,18426,"DURG - PURI",SF
2111,18437,"BBS-JNRD LIN",SF
2112,18438,"JNRD-BBS LIN",SF
2113,18447,"BBS-JDB HIRA",SF
2114,18448,"JDB-BBS HIRA",SF
2115,18449,"PURI-PNBE BA",SF
2116,18450,"PNBE-PURI BA",SF
2117,18451,"HTE-PURI TAP",SF
2118,18452,"PURI-HTE TAP",SF
2119,18463,"BBS-SBC PRAS",SF
2120,18464,"SBC-BBS PRAS",SF
2121,18477,"PURI-HW UTKA",SF
2122,18478,"KALINGAUTKAL",SF
2123,18495,"RMM-BBS WEEK",SF
2124,18496,"BBS-RMM WEEK",SF
2125,18501,"VSKP-GIMB WE",SF
2126,18502,"GIMB-VSKP WE",SF
2127,18503,"VSKP-SNSI WE",SF
2128,18504,"SNSI-VSKP WE",SF
2129,18507,"VSKP-ASR HIR",SF
2130,18508,"ASR-VSKP HIR",SF
2131,18511,"KRPU-VSKP BI",SF
2132,18512,"VSKP-KRPU BI",SF
2133,18517,"KORBA-VSKP E",SF
2134,18518,"VSKP-KORBA E",SF
2135,18519,"VSKP-LTT EXP",EXP
2136,18520,"LTT-VSKP EXP",EXP
2137,18567,"VSKP-QLN WEE",SF
2138,18568,"QLN-VSKP WEE",SF
2139,18573,"VSKP-BGKT WE",SF
2140,18574,"BGKT-VSKP WE",SF
2141,18605,"RNC JYG TRI",SF
2142,18606,"JYG RNC TRI",SF
2143,18609,"RNC LTT EXPR",EXP
2144,18610,"LTT RNC WEEK",SF
2145,18611,"RNC BSB EXPR",EXP
2146,18612,"BSB RNC EXPR",EXP
2147,18613,"RNC CPU EXPR",EXP
2148,18615,"HWH-HTE KRII",SF
2149,18616,"HTE-HWH KRIY",SF
2150,18619,"RNC DUMKA IN",SF
2151,18620,"DUMKA RANCHI",SF
2152,18621,"PATNA HATIA",SF
2153,18622,"HATIA PATNA",SF
2154,18623,"PATNA-HATIA",SF
2155,18624,"HATIA-PATNA",SF
2156,18625,"PNBE-HTE EXP",EXP
2157,18626,"HTE-PNBE EXP",EXP
2158,18631,"RNC AII EXPR",EXP
2159,18632,"AII RNC EXPR",EXP
2160,18637,"HTE - BNC WE",SF
2161,18638,"BNC - HTE WE",SF
2162,18645,"HWH HYB EAST",SF
2163,18646,"HYB-HWH EAST",SF
2164,18695,"ISLAMPUR-PAT",SF
2165,18696,"PATNA-ISLAMP",SF
2166,18697,"PRNC-PNBE KO",SF
2167,18698,"PNBE-SHC KOS",SF
2168,19015,"SAURASHTRA E",SHT
2169,19019,"DEHRADUN EXP",EXP
2170,19021,"BDTS LJN EXP",EXP
2171,19022,"LJN BDTS EXP",EXP
2172,19023,"FZR JANATA E",JST
2173,19024,"FZR BCT JANT",JST
2174,19025,"SURAT AMRAVA",SF
2175,19027,"VIVEK EXPRES",EXP
2176,19031,"HARIDWAR MAI",SF
2177,19032,"YOGA EXPRESS",EXP
2178,19033,"GUJARAT QUEE",SF
2179,19035,"BRC ADI INTE",SF
2180,19036,"ADI BRC INTE",SF
2181,19037,"AVADH EXPRES",EXP
2182,19041,"BANDRA(T) GC",SF
2183,19042,"GCT BANDRA(T",SF
2184,19045,"TAPTI GANGA",SF
2185,19051,"SHRAMIK EXPR",EXP
2186,19052,"BL SHRAMIK E",SF
2187,19053,"ST MFP EXPRE",EXP
2188,19054,"MFP ST EXPRE",EXP
2189,19055,"BL JODHPUR E",SF
2190,19056,"JU BL EXPRES",EXP
2191,19057,"UDN VARANASI",SF
2192,19058,"BSB UDN EXP",EXP
2193,19061,"RAMNAGAR EXP",EXP
2194,19062,"RMR BDTS EXP",EXP
2195,19064,"DNR UDHNA  E",SF
2196,19107,"JANMABHOOMI",JST
2197,19115,"DDR BHUJ EXP",EXP
2198,19116,"BHUJ DDR EXP",EXP
2199,19119,"ADI SMNH EXP",EXP
2200,19120,"SMNH -ADI EX",SF
2201,19151,"GIMB - PNU",SF
2202,19152,"GIMB PNU EXP",EXP
2203,19165,"SABARMATI EX",SF
2204,19201,"SC PBR  EXP",EXP
2205,19202,"PBR SC EXPRE",EXP
2206,19217,"SAU JANATA E",JST
2207,19223,"ADI JAT EXPR",EXP
2208,19224,"JAT ADI EXPR",EXP
2209,19225,"BTI JAT EXP",EXP
2210,19226,"JAT BTI EXP",EXP
2211,19251,"SMNH OKHA EX",SF
2212,19252,"OKHA SOMNATH",SF
2213,19259,"KCVL BVC EXP",EXP
2214,19260,"BVC KCVL EXP",EXP
2215,19261,"PORBANDAR EX",SF
2216,19262,"KOCHUVELI EX",SF
2217,19263,"DELHI SR EXP",EXP
2218,19264,"DEE PORBNDR",SF
2219,19269,"PBR MOTIHARI",SF
2220,19270,"PBR EXPRESS",EXP
2221,19301,"YESHVANTPUR",SF
2222,19302,"YPR  INDB EX",SF
2223,19303,"BHOPAL EXPRE",EXP
2224,19304,"BPL INDB EXP",EXP
2225,19307,"CHANDIGARH E",SF
2226,19308,"CDG  INDB  E",SF
2227,19309,"GNC INDORE E",SF
2228,19310,"INDORE GNC E",SF
2229,19311,"PUNE INDORE",SF
2230,19312,"INDB PUNE EX",SF
2231,19313,"INDB RJPB  E",SF
2232,19314,"INDORE EXPRE",EXP
2233,19321,"INDB RJPB EX",SF
2234,19322,"RJPB INDB EX",SF
2235,19324,"INDB INTERCI",SF
2236,19325,"IND AMRITSAR",SF
2237,19326,"ASR INDB EXP",EXP
2238,19327,"RTM-UDZ PASS",SF
2239,19328,"COR-RTM PASS",SF
2240,19329,"VEER BHUMI E",SF
2241,19330,"VIRBHUMI COR",SF
2242,19331,"KCVL INDORE",SF
2243,19332,"INDB KCVL EX",SF
2244,19401,"ADI LUCKNOW",SF
2245,19402,"LKO ADI EXP",EXP
2246,19403,"SULTANPUR EX",SF
2247,19404,"SLN ADI EXP",EXP
2248,19407,"ADI VARANASI",SF
2249,19408,"BSB ADI EXP",EXP
2250,19409,"GORAKHPUR EX",SF
2251,19410,"GKP ADI EXP",EXP
2252,19411,"AJMER INTERC",SF
2253,19413,"KOLKATA EXPR",EXP
2254,19414,"KOAA ADI EXP",EXP
2255,19415,"ADI SVDK EXP",EXP
2256,19416,"SVDK ADI EXP",EXP
2257,19419,"MAS ADI EXPR",EXP
2258,19420,"ADI CHENNAI",SF
2259,19421,"ADI PNBE EXP",EXP
2260,19422,"PNBE ADI EXP",EXP
2261,19565,"UTTARANCHAL",SF
2262,19567,"VIVEK EXP",EXP
2263,19571,"RJT-PBR EXP",EXP
2264,19572,"PBR-RJT  EXP",EXP
2265,19573,"JAIPUR EXPRE",EXP
2266,19574,"JP OKHA EXP",EXP
2267,19575,"OKHA  NDT EX",SF
2268,19576,"NDT OKHA EXP",EXP
2269,19577,"TEN  JAM EXP",EXP
2270,19578,"JAM TEN EXPR",EXP
2271,19579,"RJT DEE EXPR",EXP
2272,19580,"DEE RJT EXP",EXP
2273,19601,"UDZ NJP EXP",EXP
2274,19602,"NJP UDZ EXPR",EXP
2275,19607,"KOAA AII EXP",EXP
2276,19608,"AII KOAA EXP",EXP
2277,19609,"UDZ HW EXP",EXP
2278,19611,"AJMER ASR EX",SF
2279,19612,"ASR AJMER EX",SF
2280,19614,"ASR AII EXP",EXP
2281,19659,"SHM UDZ EXPR",EXP
2282,19660,"UDZ SHM EXP",EXP
2283,19665,"KURJ UDZ EXP",EXP
2284,19666,"UDZ KURJ EXP",EXP
2285,19707,"ARAVALI EXPR",EXP
2286,19710,"KYQ JP KAVIG",SF
2287,19711,"JP BPL EXP",EXP
2288,19712,"BPL JAIPUR E",SF
2289,19713,"JP SC EXP",EXP
2290,19714,"SC JP EXP",EXP
2291,19715,"JP LJN EXP",EXP
2292,19716,"LJN JP EXP",EXP
2293,19717,"JP CDG INTER",SF
2294,19718,"CDG JP INTER",SF
2295,19803,"KOTA-SVDK WE",SF
2296,19804,"SVDK-KOTA WE",SF
2297,19805,"KOTA-UHP WEE",SF
2298,19806,"UHP-KOTA WEE",SF
2299,19807,"KOTA-JP EXP",EXP
2300,19808,"JP-KOTA EXP",EXP
2301,20501,"AGTL - ANVT",SF
2302,20502,"ANVT - AGTL",SF
2303,20601,"MAS-MDU WEEK",SF
2304,20602,"MDU-MAS WEEK",SF
2305,20651,"SBC-SMET SF",SF
2306,20652,"SMET-SBC  SF",SF
2307,20809,"SBP-NED NAGA",SF
2308,20810,"NED-SBP NAGA",SF
2309,20811,"VSKP-NANDED",SF
2310,20812,"NANDED-VSKP",SF
2311,20813,"PURI-JODHPUR",SF
2312,20814,"JODHPUR-PURI",SF
2313,20815,"TATA-VSKP WE",SF
2314,20816,"VSKP-TATA WE",SF
2315,20817,"BBS-NDLS VIA",SF
2316,20818,"NDLS-BBS VIA",SF
2317,20889,"HWH BZA HUMS",SF
2318,20890,"BZA HWH HUMS",SF
2319,20901,"LINK EXPRESS",EXP
2320,20903,"MAHAMANA SUP",SF
2321,21067,"LTT-PBH-RBL",SF
2322,21068,"RBL-PBH-LTT",SF
2323,21107,"KURJ-BSB LIN",SF
2324,21125,"INDORE BHIND",SF
2325,21126,"BIX - INDB E",SF
2326,22101,"CSMT-MMR RAJ",SF
2327,22102,"MMR-CSMT RAJ",SF
2328,22103,"LTT-FD EXPRE",EXP
2329,22104,"FD-LTT SUPER",SF
2330,22105,"INDRAYANI EX",SF
2331,22109,"LTT NZM AC E",SF
2332,22110,"NZM LTT AC E",SF
2333,22111,"BSL-NGP INTE",SF
2334,22112,"NGP-BSL INTE",SF
2335,22113,"LTT-KCVL BI-",SF
2336,22114,"KCVL-LTT BI-",SF
2337,22115,"LTT-KRMI AC",SF
2338,22116,"KRMI-LTT AC",SF
2339,22117,"PUNE-AMI AC",SF
2340,22118,"AMI-PUNE AC",SF
2341,22119,"CSTM-KRMI TE",SF
2342,22120,"KRMI-CSTM TE",SF
2343,22121,"LTT-LKO AC S",SF
2344,22122,"LKO-LTT AC S",SF
2345,22123,"PUNE-AJNI AC",SF
2346,22124,"AJNI-PUNE-AC",SF
2347,22125,"NGP-ASR AC E",SF
2348,22126,"ASR-NGP AC E",SF
2349,22127,"LTT-KZJ ANAN",SF
2350,22128,"KZJ-LTT ANAN",SF
2351,22131,"GYAN GANGA E",SF
2352,22132,"GYAN GANGA S",SF
2353,22133,"SUR-YPR EXP",EXP
2354,22134,"YPR-SUR EXP",EXP
2355,22135,"NGP-REWA EXP",EXP
2356,22136,"REWA-NGP EXP",EXP
2357,22137,"PRERANA EXPR",EXP
2358,22140,"SUR-CSMT EXP",EXP
2359,22143,"CSMT-BIDAR E",SF
2360,22144,"BIDAR-CSMT E",SF
2361,22145,"PVR - MIRAJ",SF
2362,22146,"MRJ -PVR SUP",SF
2363,22147,"DR-SNSI SF E",SF
2364,22148,"SNSI-DR SF E",SF
2365,22149,"ERS-PUNE SF",SF
2366,22150,"PUNE-ERS SF",SF
2367,22151,"PUNE-KZJ SF",SF
2368,22152,"KZJ-PUNE SF",SF
2369,22161,"BHOPAL-DAMOH",SF
2370,22162,"DAMOH-BHOPAL",SF
2371,22163,"BPL-KURJ MAH",SF
2372,22164,"KURJ-BPL MAH",SF
2373,22165,"BPL-SGRL SF",SF
2374,22166,"SGRL-BPL SF",SF
2375,22168,"NZM-SGRL SF",SF
2376,22181,"JBP-NZM DAIL",SF
2377,22182,"NZM-JBP DAIL",SF
2378,22187,"HBJ-JBP INTE",SF
2379,22188,"JBP-HBJ INTE",SF
2380,22189,"JBP-REWA INT",SF
2381,22190,"REWA-JBP INT",SF
2382,22191,"IND-JBP OVER",SF
2383,22192,"JBP- IND OVE",SF
2384,22201,"DURONTO EXPR",EXP
2385,22203,"VSKP-SCAC DU",SF
2386,22204,"SC-VSKP AC",SF
2387,22205,"MAS-MDU DURA",SF
2388,22206,"MDU-MAS  DUR",SF
2389,22207,"MAS-TVC AC E",SF
2390,22208,"TVC-MAS AC E",SF
2391,22213,"SHM-PNBE DUR",SF
2392,22214,"PNBE - SHM D",SF
2393,22307,"MTD-BKN",SF
2394,22308,"BKN-MTD",SF
2395,22309,"HWH NJP AC E",SF
2396,22310,"NJP HWH AC",SF
2397,22321,"HOOL EXP",EXP
2398,22323,"KOAA GCT SHA",SF
2399,22324,"GCT KOAA WEE",SF
2400,22351,"PPTA - YPR E",SF
2401,22352,"YPR - PPTA E",SF
2402,22356,"CDG - PPTA S",SF
2403,22387,"BLACKDIMOND",SF
2404,22388,"BLACKDIAMOND",SF
2405,22401,"DEE-UHP AC E",SF
2406,22402,"UHP-DEE AC E",SF
2407,22403,"PDY-NDLS WEE",SF
2408,22404,"NDLS-PDY WEE",SF
2409,22405,"BGP-ANVT GAR",SF
2410,22406,"ANVT-BGP GAR",SF
2411,22407,"BSB-ANVT GAR",SF
2412,22408,"ANVT-BSB GAR",SF
2413,22409,"GAYA -ANVT G",SF
2414,22410,"ANVT-GAYA GA",SF
2415,22411,"NHLN-NDLS AC",SF
2416,22412,"NDLS-NHLN AC",SF
2417,22413,"MAO-NZM RAJD",SF
2418,22414,"NZM-MAO RAJD",SF
2419,22415,"SUPERFAST AC",SF
2420,22416,"NDLS-VSKP AC",SF
2421,22417,"MAHAMANA EXP",EXP
2422,22419,"GCT-ANVT SUH",SF
2423,22420,"ANVT-GCT SUH",SF
2424,22421,"DEE BGKT SF",SF
2425,22422,"BGKT DEE SF",SF
2426,22423,"GKP-ASR SUPE",SF
2427,22424,"ASR-GKP SUPE",SF
2428,22427,"BUI-ANVT SUF",SF
2429,22428,"ANVT-BUI SUF",SF
2430,22429,"DLI-PTK EXP",EXP
2431,22430,"PTK-DLI SUPE",SF
2432,22431,"ALD-UHP BI-W",SF
2433,22432,"UHP-ALD BI-W",SF
2434,22433,"GCT-ANVT EXP",EXP
2435,22434,"ANVT-GCT EXP",EXP
2436,22441,"ALD-CNB-INTE",SF
2437,22442,"CNB-ALD-INTE",SF
2438,22443,"CNB-BDTS EXP",EXP
2439,22444,"BDTS  CNB EX",SF
2440,22445,"CNB ASR SUPE",SF
2441,22446,"ASR CNB EXPR",EXP
2442,22447,"NZM-KURJ-S.K",SF
2443,22448,"NZM-KURJ-S.",SF
2444,22451,"BDTS - CDG E",SF
2445,22452,"CDG - BDTS E",SF
2446,22453,"RAJYA RANI E",SF
2447,22455,"SNSI-KLK SUP",SF
2448,22456,"KLK-SNSI SUP",SF
2449,22457,"NED-NLDM SUP",SF
2450,22458,"NLDM-NED SUP",SF
2451,22461,"SHRI SHAKTI",SF
2452,22463,"MTD-BKN  LIN",SF
2453,22464,"BKN-MTD  LIN",SF
2454,22471,"BKN DEE SF E",SF
2455,22472,"DEE BKN SF E",SF
2456,22473,"BKN BDTS SF",SF
2457,22474,"BDTS BKN SF",SF
2458,22475,"BKN CBE AC S",SF
2459,22476,"CBE BKN AC S",SF
2460,22477,"JU JP SF EXP",EXP
2461,22478,"JP JU SF EXP",EXP
2462,22481,"JU DEE SF EX",SF
2463,22482,"DEE JU SF EX",SF
2464,22483,"JU GIMB SF E",SF
2465,22487,"RDP-KIR EXPR",EXP
2466,22488,"KIR-RDP EXPR",EXP
2467,22497,"SGNR TPJ HUM",SF
2468,22501,"SBC - NTSK S",SF
2469,22502,"NTSK - SBC S",SF
2470,22531,"chhapra-math",SF
2471,22532,"mathura - ch",SF
2472,22601,"MAS-SNSI EXP",EXP
2473,22602,"SNSI-MAS EXP",EXP
2474,22603,"KGP VM BI-WK",SF
2475,22604,"VM-KGP BI-WK",SF
2476,22605,"PRR-VM WKLY",SF
2477,22606,"VM-PRR WKLY",SF
2478,22607,"BANGALORE SF",SF
2479,22608,"ERNAKULAM SF",SF
2480,22609,"MAQ-CBE INTE",SF
2481,22610,"CBE-MAQ INTE",SF
