train_id,train_number,train_name,train_type
5298,68732,"BSP-GAD MEMU",MEMU
5299,68735,"RIG-BSP MEMU",MEMU
5300,68736,"BSP-RIG MEMU",MEMU
5301,68738,"BSP- RIG MEM",SF
5302,68739,"PND-BSP MEMU",MEMU
5303,68740,"BSP-PND LOCA",SF
5304,68741,"DURG-G MEMU",MEMU
5305,68742,"G-DURG MEMU",MEMU
5306,68744,"ITR-G MEMU",MEMU
5307,68745,"GAD- R MEMU",MEMU
5308,68746,"R-GAD MEMU",MEMU
5309,68747,"BSP-KTE MEMU",MEMU
5310,68748,"KTE-BSP MEMU",MEMU
5311,68749,"SDL - ABKP M",SF
5312,68750,"ABKP - SDL M",SF
5313,69101,"BRC-ADI MEMU",MEMU
5314,69102,"ADI - BRC ME",SF
5315,69104,"ANND - BRC M",SF
5316,69105,"ANND-ADI MEM",SF
5317,69106,"ADI-ANND MEM",SF
5318,69107,"BRC - ADI ME",SF
5319,69108,"ADI-BRC MEMU",MEMU
5320,69109,"ST-BRC MEMU",MEMU
5321,69110,"BRC-ST MEMU",MEMU
5322,69112,"BRC - ST MEM",SF
5323,69116,"ADI - ANND M",SF
5324,69117,"BRC - DHD ME",SF
5325,69118,"DHD-BRC MEMU",MEMU
5326,69119,"BRC-DHD MEMU",MEMU
5327,69121,"BRC - GDA ME",SF
5328,69122,"GDA - BRC ME",SF
5329,69123,"ANND-GDA MEM",SF
5330,69124,"GDA-ANND MEM",SF
5331,69131,"ADI - GNC ME",SF
5332,69132,"GNC - ADI ME",SF
5333,69133,"ANND  DK MEM",SF
5334,69134,"DK - ANND",SF
5335,69135,"ANND- DK",SF
5336,69136,"DK -ANND",SF
5337,69137,"BRC ANND MEM",SF
5338,69138,"ANND BRC MEM",SF
5339,69139,"BVI ST MEMU",MEMU
5340,69140,"SURAT VR",SF
5341,69141,"SJN-ST MEMU",MEMU
5342,69142,"ST-SJN MEMU",MEMU
5343,69143,"VR-SJN MEMU",MEMU
5344,69144,"SJN-UBR MEMU",MEMU
5345,69145,"ANAND GDA ME",SF
5346,69146,"GODHRA ANND",SF
5347,69147,"ANND GODHRA",SF
5348,69149,"VIRAR BH",SF
5349,69150,"BH VIRAR",SF
5350,69151,"BL - ST MEMU",MEMU
5351,69152,"ST  - BL MEM",SF
5352,69153,"UBR - BL MEM",SF
5353,69154,"BL- UBR MEMU",MEMU
5354,69161,"PNVL - DRD M",SF
5355,69164,"DRD - PNVL",SF
5356,69165,"PNVL - BSR M",SF
5357,69166,"BSR - PNVL M",SF
5358,69169,"ST - NDB MEM",SF
5359,69171,"ST - BH",SF
5360,69172,"BH - ST",SF
5361,69173,"VR DRD",SF
5362,69174,"DRD BVI  MEM",SF
5363,69181,"DHD - RTM ME",SF
5364,69182,"RTM-DHD MEMU",MEMU
5365,69183,"RTM - NADMEM",SF
5366,69184,"NAD - RTM ME",SF
5367,69185,"NAD - UJN ME",SF
5368,69186,"UJN - NAD ME",SF
5369,69187,"DHD-RTM MEMU",MEMU
5370,69189,"ANND-DHD MEM",SF
5371,69190,"DHD-ANND MEM",SF
5372,69191,"ANND-GNC MEM",SF
5373,69192,"GNC-ANND MEM",SF
5374,69195,"BH-DGFJ-BH M",SF
5375,70101,"PERN - MAO-",SF
5376,70102,"KAWR-MAO-PER",SF
5377,70103,"PERN-MAO-KAW",SF
5378,70105,"MAO-MAQ DEMU",DEMU
5379,70106,"MAQ-MAO DEMU",DEMU
5380,71081,"BSR-DIVA PAS",SF
5381,71082,"DCTL-BOR PAS",SF
5382,71084,"DIVA-BSR PAS",SF
5383,71088,"BOR-BSR DMU",SF
5384,71089,"DIVA-ROHA PA",SF
5385,71092,"ROHA-DIVA PA",SF
5386,71093,"BSR-DIVA DMU",SF
5387,71094,"DIVA-BSR DMU",SF
5388,71401,"DD-BRMT DEMU",DEMU
5389,71402,"BRMT-PUNE DE",SF
5390,71403,"PUNE-DD DEMU",DEMU
5391,71407,"PUNE-DD DMU",SF
5392,71408,"DD-PUNE DMU",SF
5393,71410,"DD-PUNE DEMU",DEMU
5394,71413,"PUNE SUR DEM",SF
5395,71414,"SUR PUNE DEM",SF
5396,71901,"IDH-BRTP SHU",SF
5397,71902,"BTE-IDH DMU",SF
5398,71903,"IDH-BKI SHUT",SF
5399,71904,"BKI-IDH SHUT",SF
5400,71905,"IDH-BTE SHUT",SF
5401,71906,"BTE-IDH SHUT",SF
5402,71907,"IDH-BKI DMU",SF
5403,71908,"BKI-IDH DMU",SF
5404,71909,"AGC-ETW-MNQ",SF
5405,71910,"ETW-AGC DEMU",DEMU
5406,72171,"RAILBUS",SF
5407,72172,"MTJ-BDB",SF
5408,72176,"BDB-MTJ",SF
5409,72203,"IAA-DIT RAIL",SF
5410,72204,"DIT-IAA RAIL",SF
5411,72205,"IAA-DIT RIAL",SF
5412,72451,"KLK-SML RMC",SF
5413,73011,"BWN - RPH DM",SF
5414,73012,"RPH- BWN DMU",SF
5415,73021,"AZ - RPH DMU",SF
5416,73022,"RPH - AZ DMU",SF
5417,73031,"KWAE-AZ DEMU",DEMU
5418,73032,"AZ-KWAE DEMU",DEMU
5419,73033,"NHT-AZ PASS",SF
5420,73034,"AZ-NHT PASS",SF
5421,73035,"KWAE-NILE DE",SF
5422,73036,"NILE- KWAE-D",SF
5423,73037,"AZ-NILE DMU",SF
5424,73038,"NILE-AZ DMU",SF
5425,73151,"SDAH-JRLE DE",SF
5426,73152,"JRLE-SDAH DE",SF
5427,73211,"PTG-PNBE DMU",SF
5428,73212,"PNBE-PTG  DE",SF
5429,73213,"PTG-PNBE-DDG",SF
5430,73214,"DDG-PNBE-PTG",SF
5431,73215,"DIGHA-R BLOC",SF
5432,73216,"R BLOCK-DIGH",SF
5433,73261,"IPR - PNBE D",SF
5434,73262,"PNBE-IPR DEM",SF
5435,73263,"IPR-PNBE DEM",SF
5436,73421,"JMP-KEU PGR",SF
5437,73425,"JMP-KIUL PGR",SF
5438,73428,"KEU-JMP PASS",SF
5439,73429,"BGP-JMP PGR",SF
5440,73430,"JMP-BGP PGR",SF
5441,73451,"TIL-JMP DEMU",DEMU
5442,73452,"JMP TIL DEMU",DEMU
5443,73454,"JMP-TIL DEMU",DEMU
5444,73461,"KGG-JMP DEMU",DEMU
5445,73462,"JMP-KGG DEMU",DEMU
5446,73463," KGG JMP DEM",SF
5447,73464,"JMP KGG DEMU",DEMU
5448,73538,"JSME-UDL PAS",SF
5449,73539,"UDL-JSME PGR",SF
5450,73581,"JSME BANKA P",SF
5451,73582,"BANKA JSME P",SF
5452,73901,"JMP-UREN SRA",SF
5453,73902,"UREN-JMP SRA",SF
5454,73903,"JMP KJH SRAM",SF
5455,73904,"DNRE-JMP SRA",SF
5456,73911,"SGG-JMP PGR.",SF
5457,73912,"JMP-SGG PGR",SF
5458,74001,"DLI-RE DMU",SF
5459,74002,"RE-DLI DMU",SF
5460,74011,"DLI-ROK DMU",SF
5461,74012,"ROK-DLI DMU",SF
5462,74013,"DLI-KKDE DMU",SF
5463,74014,"KKDE-DLI DMU",SF
5464,74015,"RE-JIND  DEM",SF
5465,74016,"JIND-ROK-RE",SF
5466,74017,"RE-ROK DEMU",DEMU
5467,74018,"ROK-RE DMU",SF
5468,74019,"SNP-JIND DMU",SF
5469,74020,"JIND-SNP DEM",SF
5470,74021,"DLI-SRE DMU",SF
5471,74022,"HARIDWAR-DLI",SF
5472,74023,"DELHI-HARIDW",SF
5473,74024,"SREL-DLI DMU",SF
5474,74025,"DELHI-SHAMLI",SF
5475,74026,"SHAMLI-DELHI",SF
5476,74027,"DLI-BTU DEMU",DEMU
5477,74028,"BTU-DLI DEMU",DEMU
5478,74029,"SNP-JIND",SF
5479,74030,"JIND-SNP",SF
5480,74031,"GHH-FN DMU",SF
5481,74032,"FN-DEE DMU",SF
5482,74033,"DEE-FN DMU",SF
5483,74034,"FN-GHH DMU",SF
5484,74201,"PBH-LKO DMU",SF
5485,74202,"LKO/PBH DMU",SF
5486,74301,"SHTS-MB DMU",SHT
5487,74302,"MB-SHTS DMU",SHT
5488,74601,"BEAS-TTO",SF
5489,74602,"TTO-BEAS",SF
5490,74603,"BEAS-TTO DMU",SF
5491,74604,"TTO-BEAS DMU",SF
5492,74611,"BAHL-BDGM DM",SF
5493,74612,"BDGM - BAHL",SF
5494,74613,"BDGM-BRML DM",SF
5495,74614,"BRML-BAHL DE",SF
5496,74615,"BAHL-BRML DE",SF
5497,74616,"BRML-BDGM DE",SF
5498,74618,"BRML-BDGM DM",SF
5499,74619,"BAHL-BRML DM",SF
5500,74620,"BRML-BAHL DM",SF
5501,74621,"BDGM-BRML",SF
5502,74622,"BRML-BDGM-DM",SF
5503,74632,"BDGM-BAHL DM",SF
5504,74634,"BDGM-BAHL",SF
5505,74635,"BAHL- BDGM D",SF
5506,74641,"1JA JUC-ASR",SF
5507,74642,"JUC-ASR",SF
5508,74643,"JUC-ASR DMU",SF
5509,74644,"ASR-JUC DMU",SF
5510,74645,"UMB-JUC PASS",SF
5511,74646,"JUC-UMB PASS",SF
5512,74647,"LDH-JUC DMU",SF
5513,74648,"JUC-NRO-LDH",SF
5514,74651,"DBNK-ASR DMU",SF
5515,74654,"DBNK-VKA DMU",SF
5516,74661,"ATT-ASR DMU",SF
5517,74671,"ASR-PTK DMU",SF
5518,74672,"PTK-ASR DMU",SF
5519,74681,"ASR-KEMK DMU",SF
5520,74691,"ASR-QDN DMU",SF
5521,74692,"QDN-ASR DMU",SF
5522,74801,"MEC-MTD DMU",SF
5523,74802,"MTD-MEC DMU",SF
5524,74803,"MEC-MTD",SF
5525,74804,"MTD-MEC RAIL",SF
5526,74805,"MEC-MTD RAIL",SF
5527,74807,"MEC - MTD RA",SF
5528,74831,"BKN-CUR PASS",SF
5529,74832,"CUR BKN PASS",SF
5530,74833,"BKN HSR PASS",SF
5531,74834,"HSR BKN PASS",SF
5532,74835,"JU HSR PASS",SF
5533,74836,"HSR JU PASS",SF
5534,74837,"JU BLDI PASS",SF
5535,74838,"BLDI JU PASS",SF
5536,74839,"JU BME PASS",SF
5537,74840,"BME JU PASS",SF
5538,74845,"RE SDLP HSR",SF
5539,74846,"HSR SDLP RE",SF
5540,74849,"RTGH SRDR",SF
5541,74850,"SRDR RTGH",SF
5542,74855,"BKN- RTGH PA",SF
5543,74856,"RTGH - BKN P",SF
5544,74857,"SIKR CUR DEM",SF
5545,74858,"CUR SIKR DEM",SF
5546,74901,"PTK-JUC DMU",SF
5547,74906,"UHP-JAT-DMU",SF
5548,74909,"PTK-JAT-UHP-",SF
5549,74923,"HSX-ASR DMU",SF
5550,74924,"ASR-HSX DMU",SF
5551,74932,"FZR-JUC DMU",SF
5552,74937,"JALANDER FIR",SF
5553,74941,"NRO-JUC DMU",SF
5554,74942,"JUC-NRO",SF
5555,74944,"JUC-NRO DMU",SF
5556,74951,"JJJ-JUC DMU",SF
5557,74954,"JUC-JJJ DMU",SF
5558,74961,"LDH-FZR DMU",SF
5559,74965,"LDH-LNK DMU",SF
5560,74970,"LNK-LDH DMU",SF
5561,74971,"FKA-FZR DMU",SF
5562,74972,"FZR-FKA DMU",SF
5563,74981,"KKP-FKA DMU",SF
5564,74982,"FKA-KKP DMU",SF
5565,74985,"BTI-FKA-DMU",SF
5566,74986,"FKA-BTI-DMU",SF
5567,74991,"UMB-CHDL PAS",SF
5568,74992,"CHDL-UMB PAS",SF
5569,75002,"GD-BNY-GKP-D",SF
5570,75003,"GKP-BNY-DMU",SF
5571,75004,"BNY-GKP-DMU",SF
5572,75007,"GKP-BNY-GD D",SF
5573,75009,"SV-CPJ-DMU S",SF
5574,75010,"CPJ-THE-DMU",SF
5575,75011,"THE-GKP-DMU",SF
5576,75012,"GKP-SV-DMU S",SF
5577,75013,"GKP-NTV -DMU",SF
5578,75014,"NTV-GKP -DMU",SF
5579,75101,"BUI-BCY DEMU",DEMU
5580,75102,"BCY-BUI DEMU",DEMU
5581,75103,"PEP-BCY DEMU",DEMU
5582,75104,"BCY-PEP DEMU",DEMU
5583,75105,"MAU-ALY-DMU-",SF
5584,75106,"ALY-MAU-DMU-",SF
5585,75107,"MUV-ALY-DMU",SF
5586,75109,"MAU-BCY- DMU",SF
5587,75111,"GCT-BSB DMU",SF
5588,75112,"BSB-GCT-DMU",SF
5589,75113,"BTT-BCY DEMU",DEMU
5590,75114,"BCY-BTT DMU",SF
5591,75115,"GCT-PRG- PAS",SF
5592,75116,"PRG-GCT DEMU",DEMU
5593,75201,"SEE-CPR DEMU",DEMU
5594,75202,"CPR-SEE DEMU",DEMU
5595,75207,"SPJ-MFP DEMU",DEMU
5596,75208,"MFP - SPJ DE",SF
5597,75209,"SPJ - JYG DE",SF
5598,75210,"JYG-SPJ DEMU",DEMU
5599,75211,"SPJ-SEE DEMU",DEMU
5600,75212,"SEE - SPJ DE",SF
5601,75213,"RXL-SGL DEMU",DEMU
5602,75214,"SGL-RXL DEMU",DEMU
5603,75225,"SPJ-RXL DEMU",DEMU
5604,75226,"RXL-SPJ DEMU",DEMU
5605,75227,"SPJ-RXL-DEMU",DEMU
5606,75228,"RXL-DBG DEMU",DEMU
5607,75229,"DBG-RXL DEMU",DEMU
5608,75231,"MFP-SGL-RXL",SF
5609,75232,"RXL-SGL-MFP",SF
5610,75233,"RXL-SMI DEMU",DEMU
5611,75234,"SMI-RXL DEMU",DEMU
5612,75235,"RXL-NKE DEMU",DEMU
5613,75236,"NKE-RXL DEMU",DEMU
5614,75237,"MFP-NKE DEMU",DEMU
5615,75238,"NKE-MFP DEMU",DEMU
5616,75253,"SPJ - DBG DE",SF
5617,75254,"DBG - SPJ DE",SF
5618,75255,"DBG - MFP DE",SF
5619,75256,"MFP-DBG DEMU",DEMU
5620,75271,"ARA-SSM DEMU",DEMU
5621,75272,"SSM-ARA DEMU",DEMU
5622,75279,"DBG - BIRL D",SF
5623,75280,"BIRL - DBG D",SF
5624,75707,"RDP - SGUJ D",SF
5625,75708,"SGUJ - RDP D",SF
5626,75713,"SGUJ - NCB D",SF
5627,75714,"NCB - SGUJ D",SF
5628,75715,"SGUJ - DHH P",SF
5629,75716,"DHH - SGUJ P",SF
5630,75717,"SGUJ - BXT D",SF
5631,75718,"BXT - SGUJ D",SF
5632,75719,"MLFC - SGUJ",SF
5633,75720,"SGUJ- MLFC D",SF
5634,75721,"SGUJ-HDB PAS",SF
5635,75722,"HDB-SGUJ PAS",SF
5636,75723,"NBQ - GHY DE",SF
5637,75724,"GHY - NBQ DE",SF
5638,75727,"GHY - HBN DE",SF
5639,75728,"HBN - GHY DE",SF
5640,75729,"GHY - SHTT D",SHT
5641,75730,"SHTT - GHY D",SHT
5642,75733,"TNPR - KIR D",SF
5643,75734,"KIR - TNPR D",SF
5644,75739,"TNPR - KIR P",SF
5645,75745,"KIR - JBN DE",SF
5646,75746,"JBN - KIR DE",SF
5647,75747,"KIR - BOE DE",SF
5648,75748,"BOE - KIR DE",SF
5649,75749,"KIR - TETA D",SF
5650,75750,"TETA - KIR D",SF
5651,75901,"TSK - LEDO P",SF
5652,75902,"LEDO - DBRT",SF
5653,75903,"DBRT - LLO P",SF
5654,75904,"LEDO - TSK D",SF
5655,75905,"TSK - DBRT D",SF
5656,75906,"DBRT - LEDO",SF
5657,75908,"DBRT - TSK P",SF
5658,75911,"TSK - DNGI D",SF
5659,75912,"DNGI - TSK D",SF
5660,76501,"BWT-KQZ DEMU",DEMU
5661,76502,"KQZ - BNC PA",SF
5662,76503,"BWT-KQZ RBUS",SF
5663,76504,"KQZ-BWT DEMU",DEMU
5664,76505,"BNC-KQZ PASS",SF
5665,76506,"KQZ-BNC PASS",SF
5666,76507,"BNC-BWT DEMU",DEMU
5667,76508,"BWT-BNC DEMU",DEMU
5668,76523,"YPR-HSRA DEM",SF
5669,76524,"HSRA-YPR DEM",SF
5670,76525,"CPT-KQZ DEMU",DEMU
5671,76526,"KQZ-CPT DEMU",DEMU
5672,76551,"SBC-KQZ PASS",SF
5673,76552,"KQZ-SBC PASS",SF
5674,76553,"SBC-DPJ PASS",SF
5675,76554,"DPJ-SBC PASS",SF
5676,76800,"TPJ-LLI  DMU",SF
5677,76803,"LLI-TPJ  DMU",SF
5678,76804,"TPJ-LLI DMU",SF
5679,76805,"MQ-TPJ PASSR",SF
5680,76806,"TPJ-MQ PASSR",SF
5681,76807,"TPJ-MNM PASS",SF
5682,76808,"MNM-TPJ PASS",SF
5683,76812,"TJ-KIK-DEMU",DEMU
5684,76813,"KIK-VLNK PAS",SF
5685,76814,"VLNK-NGT PAS",SF
5686,76815,"KIK-TJ PASSR",SF
5687,76817,"NGT-VLKN PAS",SF
5688,76818,"VLKN-KIK PAS",SF
5689,76820,"TPJ-TJ DEMU",DEMU
5690,76821,"TJ-TPJ DEMU",DEMU
5691,76824,"TPJ TJ DEMU",DEMU
5692,76825,"MV-TJ",SF
5693,76826,"TJ-MV PASS",SF
5694,76827,"TJ TPJ  DEMU",DEMU
5695,76830,"KKDI-TPJ DMU",SF
5696,76831,"TPJ-KKDI DMU",SF
5697,76833,"TPJ KRR PASS",SF
5698,76834,"KRR TPJ PASS",SF
5699,76835,"TPJ KRR DMU",SF
5700,76837,"KKDI-VPT PAS",SF
5701,76838,"VPT-KKDI PAS",SF
5702,76839,"TPJ-KKDI PAS",SF
5703,76840,"KKDI-TPJ PAS",SF
5704,76841,"CUPJ-TPJ PAS",SF
5705,76842,"TPJ-CUPJ PAS",SF
5706,76845,"VRI-TPJ PASS",SF
5707,76846,"TPJ-VRI PASS",SF
5708,76847,"VRI-SA PASSR",SF
5709,76848,"SA-VRI PASSR",SF
5710,76851,"KIK- TPJ PAS",SF
5711,76853,"NCR-TPJ PASS",SF
5712,76854,"TPJ-NCR PASS",SF
5713,77245,"TEL PASS",SF
5714,77246,"RAL PASS",SF
5715,77249,"MRK GNT PASS",SF
5716,77259,"NZB-KRMR DEM",SF
5717,77260,"KRMR-MRTD PA",SF
5718,77261,"BZA-MTM PASS",SF
5719,77263,"PASS DMU",SF
5720,77265,"NDD PASS",SF
5721,77266,"BVRM PASS",SF
5722,77267,"GDV PASS",SF
5723,77271,"RAIL CAR",SF
5724,77272,"RAIL CAR 2",SF
5725,77273,"KRMR-LJPL",SF
5726,77274,"KRML-LJPL",SF
5727,77281,"BZA-TEL",SF
5728,77282,"TEL-GNT",SF
5729,77283,"GNT-BZA",SF
5730,77284,"BZA-GNT",SF
5731,77285,"GNT-TEL",SF
5732,77286,"TEL-BZA",SF
5733,77291,"BZA PASS",SF
5734,77292,"BZA-BDCR PAS",SF
5735,77293,"RJY PASS",SF
5736,77401,"NDL-HX DEMU",DEMU
5737,77402,"HX-NDL DEMU",DEMU
5738,77405,"HX-PDMI",SF
5739,77406,"PDMI-HX",SF
5740,77415,"GTL PASS",SF
5741,77416,"BAY PASS",SF
5742,77418,"HUP PASS",SF
5743,77419,"HUP GTL PASS",SF
5744,77601,"SC-MED DEMU",DEMU
5745,77602,"MED-FM DEMU",DEMU
5746,77603,"SC-MOB DEMU",DEMU
5747,77604,"BMO-FM DEMU",DEMU
5748,77605,"FM-BMO DEMU",DEMU
5749,77606,"MOB-SC DEMU",DEMU
5750,77608,"MED-SC DEMU",DEMU
5751,77609,"FM-MOB DEMU",DEMU
5752,77611,"SC-BMO DEMU",DEMU
5753,77612,"BMO-SC DEMU",DEMU
5754,77622,"MBNR-JKAR",SF
5755,77623,"JKAR-MBNR",SF
5756,77630,"SC-UR DEMU",DEMU
5757,77631,"FM-UR DEMU",DEMU
5758,77640,"UR-FM DEMU",DEMU
5759,77645,"UR-SC DEMU",DEMU
5760,77651,"BIDR-GRDEMU",DEMU
5761,77652,"GR-BIDR DEMU",DEMU
5762,77653,"BIDR-HMBD DE",SF
5763,77654,"HMBD-BIDR DE",SF
5764,77655,"BIDAR-GR DEM",SF
5765,77657,"J-SNSI",SF
5766,77658,"SNSI-J",SF
5767,77671,"KCG-MBNR DEM",SF
5768,77672,"MBNR-KCG DEM",SF
5769,77673,"MRGA-KCG DEM",SF
5770,77674,"KCG-MRGA DEM",SF
5771,77676,"MRGA-PGRL PA",SF
5772,77677,"PGRL-MRGA PA",SF
5773,77679,"FM-MED DEMU",DEMU
5774,77683,"JALNA-NAGARS",SF
5775,77684,"NAGARSOL-JAL",SF
5776,77689,"GWD-RC DEMU",DEMU
5777,77690,"RC-GWD DEMU",DEMU
5778,77693,"KCG-RC PASS",SF
5779,77694,"RC-KCG DEMU",DEMU
5780,77695,"NDL-KRNT DEM",SF
5781,77696,"KRNT-NDL",SF
5782,78009,"ROP-VZR DEMU",DEMU
5783,78010,"VZR-ROP DEMU",DEMU
5784,78011,"ROP VZR DEMU",DEMU
5785,78012,"VZR-ROP-BLS",SF
5786,78013,"BLS-ROP-BPO",SF
5787,78014,"BGY- BPO PAS",SF
5788,78015,"BPO-BGY PASS",SF
5789,78016,"BPO-BLS DEMU",DEMU
5790,78018,"BPO BLS LOCA",SF
5791,78019,"BPO  BGY LOC",SF
5792,78020,"BGY BPO LOCA",SF
5793,78031,"TATA BMPR PA",SF
5794,78032,"BMPR TATA PA",SF
5795,78033,"TATA - GUA P",SF
5796,78034,"GUA- TATA PA",SF
5797,78051,"MSAE-BQA DEM",SF
5798,78052,"BQA MSAE  DE",SF
5799,78053,"MSAE- BQA PA",SF
5800,78054,"BQA MEAE DEM",SF
5801,78055,"MSAE BQA DEM",SF
5802,78056,"BQA - MSAE L",SF
5803,78057,"SONA - BQA P",SF
5804,78058,"BQA SONA DEM",SF
5805,78059,"MSAE- BQA LO",SF
5806,78060,"BQA-MSAE DEM",SF
5807,78101,"CKP-ROU SARA",SF
5808,78102,"ROU-CKP SARA",SF
5809,78103,"ROU-SBP  PAS",SF
5810,78104,"SBP-ROU PASS",SF
5811,78502,"BBS-CTC  PAS",SF
5812,78505,"BAM-PSA PASS",SF
5813,78511,"VBL-SALR RAI",SF
5814,78512,"SALR-VBL RAI",SF
5815,78531,"VZM-VSKP PAS",SF
5816,78534,"VZM-PSA PASS",SF
5817,78801,"GONDIA-KATAN",SF
5818,78802,"KATANGI-GOND",SF
5819,78803,"GONDIA - KAT",SF
5820,78804,"KATANGI- GON",SF
5821,78807,"GONDIA- WARA",SF
5822,78808,"WARASEONI- G",SF
5823,78809,"GONDIA- KATA",SF
5824,78811,"TMR-TRDI DEM",SF
5825,78812,"TRDI-TMR DEM",SF
5826,78814,"TRD-TMR DEMU",DEMU
5827,78815,"R-DRZ-GUDM D",SF
5828,78816,"DRZ - R DEMU",DEMU
5829,78817,"DURG-DRZ DEM",SF
5830,78818,"GUDM-DRZ-DUR",SF
5831,78819,"BPQ-G DEMU",DEMU
5832,78820,"G- BPQ DEMU",DEMU
5833,78825,"DRZ-DURG DMU",SF
5834,78826,"DRZ-DURG",SF
5835,78827,"DURG-DRZ",SF
5836,79301,"RTM - BHL DM",SF
5837,79302,"BHL - RTM DM",SF
5838,79303,"RTM -COR- RT",SF
5839,79304,"RTM - COR -",SF
5840,79305,"DADN RTM DEM",SF
5841,79306,"RTM DADN  DE",SF
5842,79307,"DADN INDB DE",SF
5843,79308,"INDB DADN DM",SF
5844,79310,"RTM DADN DEM",SF
5845,79311,"DADN INDB DM",SF
5846,79312,"INDB DADN DE",SF
5847,79313,"DADN RTM DMU",SF
5848,79314,"RTM DADN DMU",SF
5849,79315,"DAND INDB DM",SF
5850,79319,"INDB MHOW DE",SF
5851,79320,"MHOW INDB DE",SF
5852,79324,"MHOW INDB DM",SF
5853,79325,"INDB-MHOW DE",SF
5854,79413,"ANND - CBY D",SF
5855,79414,"CBY - ANND D",SF
5856,79415,"ANND-CBY DMU",SF
5857,79416,"CBY-ANND DMU",SF
5858,79429,"ANND-ADI DMU",SF
5859,79430,"ADI-ANND DMU",SF
5860,79431,"ADI-MSH DMU",SF
5861,79432,"MSH-ADI DMU",SF
5862,79433,"ADI- PTN DEM",SF
5863,79434,"PTN - ADI DE",SF
5864,79436,"PTN-ADI DEMU",DEMU
5865,79437,"MSH - ABR DM",SF
5866,79438,"ABR - MSH DM",SF
5867,79441,"WKR-MVI",SF
5868,79442,"MVI - WKR",SF
5869,79443,"WKR - MVI",SF
5870,79445,"WKR - RJT DE",SF
5871,79449,"MVI  MALB DE",SF
5872,79450,"MALB  MVI DE",SF
5873,79455,"BRC-CTD DEMU",DEMU
5874,79456,"CTD - BRC DE",SF
5875,79457,"SUNR - DHG",SF
5876,79458,"DHG - SUNR D",SF
5877,79459,"SUNR - DHG D",SF
5878,79481,"RB 79481",SF
5879,79482,"RB 79482",SF
5880,79483,"RB 79483",SF
5881,79484,"RB 79484",SF
5882,79485,"RB 79485",SF
5883,79486,"RB 79486",SF
5884,79487,"RB 79487",SF
5885,79488,"RB 79488",SF
5886,79489,"RB 79489",SF
5887,79490,"RB 79490",SF
5888,82355,"PNBE-CSMT SU",SF
5889,82601,"MS TEN SUVID",SF
5890,82606,"TEN-MS SUVD",SF
5891,82631,"MAS-ERS SUVI",SF
5892,82635,"MAS-QLN SUVI",SF
5893,82651,"YPR-SVDK WEE",SF
5894,82652,"SVDK-YPR WEE",SF
5895,82653,"YPR-JP WEEKL",SF
5896,82654,"JP-YPR WEEKL",SF
5897,82665,"YPR-VSG SUVI",SF
5898,82666,"VSG-YPR SUVI",SF
5899,90540,"VR-CCG",SF
5900,90981,"CCG-VR",SF
5901,91392,"WAD2",SF
5902,91393,"WAD1",SF
5903,91394,"WAD4",SF
5904,91395,"WAD3",SF
5905,91396,"WAD6",SF
5906,91491,"WBO1",SF
5907,93001,"VR-DRD",SF
5908,93002,"DRD-BVI",SF
5909,93004,"DRD-CCG",SF
5910,93005,"CCG-DRD EMU",SF
5911,93007,"CCG-DRD",SF
5912,93009,"ADH-DRD",SF
5913,93012,"DRD-VR",SF
5914,93013,"BVI-DRD",SF
5915,93014,"DRD-DDR",SF
5916,93019,"VR-DRD EMU",SF
5917,93021,"VR DRD LOCAL",SF
5918,93022,"DRD DDR EMU",SF
5919,93023,"VR DRD EMU",SF
5920,93025,"CCG DRD EMU",SF
5921,93026,"DRD  CCG EMU",SF
5922,93027,"DDR-DRD",SF
5923,93029,"DDR DRD EMU",SF
5924,93031,"VR - DRD",SF
5925,93032,"DRD  VR EMU",SF
5926,93034,"DRD- VR  EMU",SF
5927,93102,"DRD-VR MEMU",MEMU
5928,95001,"KP3",SF
5929,95002,"KP4",SF
5930,95003,"KP5",SF
5931,95004,"KP2",SF
5932,95005,"KP7",SF
5933,95006,"KP6",SF
5934,95007,"KP9",SF
5935,95008,"KP 8",SF
5936,95009,"KP11",SF
5937,95010,"KP10",SF
5938,95011,"KP13",SF
5939,95012,"KP12",SF
5940,95013,"KP-17",SF
5941,95101,"S7",SF
5942,95102,"S8",SF
5943,95103,"S9",SF
5944,95104,"S10",SF
5945,95105,"S11",SF
5946,95106,"S12",SF
5947,95107,"S13",SF
5948,95108,"S14",SF
5949,95109,"S15",SF
5950,95110,"S16",SF
5951,95111,"S17",SF
5952,95112,"S18",SF
5953,95113,"S19",SF
5954,95114,"S20",SF
5955,95115,"S21",SF
5956,95116,"S22",SF
5957,95117,"S23",SF
5958,95118,"S24",SF
5959,95119,"S25",SF
5960,95120,"S26",SF
5961,95121,"S27",SF
5962,95122,"S28",SF
5963,95123,"S29",SF
5964,95124,"S30",SF
5965,95125,"S31",SF
5966,95126,"S32",SF
5967,95127,"S33",SF
5968,95128,"S34",SF
5969,95129,"S35",SF
5970,95130,"S36",SF
5971,95131,"S37",SF
5972,95132,"S38",SF
5973,95134,"S40",SF
5974,95136,"S42",SF
5975,95138,"S44",SF
5976,95140,"S46",SF
5977,95142,"S48",SF
5978,95144,"S52",SF
5979,95201,"BL1",SF
5980,95202,"BL 8",SF
5981,95203,"BL3",SF
5982,95204,"BL10",SF
